sample_id,Yp,D_H,He3oH,Li7oH,Neff,YPCMB,He3oHe4,n,p,H2,H3,He3,He4,Li7,Be7,He6,Li8,Li6,B8
449,0.24701836819722428,2.4295275242475256e-05,1.0417399638426718e-05,5.560458423068258e-10,3.0439772985579183,0.2456919898029981,0.0001270105435520978,4.0025651495073594e-16,0.7529215135500915,1.8292435407680536e-05,5.8102009320906974e-08,7.785382293699514e-06,0.06175459204930607,2.2115050854475908e-11,3.965438263384149e-10,0.0,0.0,0.0,0.0
450,0.24703488410096633,2.41776722730188e-05,1.053350429826672e-05,5.749943423821853e-10,3.0439772985579183,0.24570844596222277,0.00012841469209722654,3.945709205877165e-16,0.7529049137123249,1.820348825648209e-05,5.831504438332023e-08,7.872412100391589e-06,0.06175872102524158,2.1834892106359265e-11,4.1108117362997503e-10,0.0,0.0,0.0,0.0
451,0.24703456598616208,2.4187768106938233e-05,1.0456841323713777e-05,5.766890058462579e-10,3.0439772985579183,0.24570812899812824,0.00012748033314003823,3.969195462025784e-16,0.7529053897376203,1.8211100973437513e-05,5.7912074536009675e-08,7.815100117719164e-06,0.06175864149654052,2.1728850499593164e-11,4.1246341020448446e-10,0.0,0.0,0.0,0.0
452,0.24691437292738913,2.4751506738987042e-05,1.0429064866998115e-05,5.531982377714752e-10,3.0439772985579183,0.24558837081398943,0.00012722377005951768,4.089213059645438e-16,0.753024787129024,1.863849809324832e-05,5.90380804673348e-08,7.794306270958703e-06,0.06172859323184728,2.132642805712715e-11,3.9524555718088914e-10,0.0,0.0,0.0,0.0
453,0.24705895763971086,2.442550347598513e-05,1.037595521944974e-05,5.489847435455699e-10,3.0439772985579183,0.24573243242445533,0.00012647762784187672,4.033801530455492e-16,0.7528808249091127,1.8389493205820083e-05,5.95641505359819e-08,7.752293574303352e-06,0.061764739409927716,2.223891367583864e-11,3.910811729072677e-10,0.0,0.0,0.0,0.0
454,0.24690385994293032,2.4645872684782828e-05,1.0441485622912897e-05,5.370970365222817e-10,3.0439772985579183,0.24557789587668413,0.00012738251433704246,4.063307953454604e-16,0.7530354303710037,1.8559215344054403e-05,5.920759823327315e-08,7.803601021529587e-06,0.06172596498573258,2.2650671373179144e-11,3.81802426675368e-10,0.0,0.0,0.0,0.0
455,0.2469896997612463,2.4326268634747653e-05,1.0315031890521682e-05,5.573123702065663e-10,3.0439772985579183,0.24566342508122868,0.00012578187716467485,3.970764993111703e-16,0.7529503642362904,1.8316472829043092e-05,5.8255893427427296e-08,7.708451125649823e-06,0.061747424940311574,2.1295009222977185e-11,3.9833354291744716e-10,0.0,0.0,0.0,0.0
456,0.24685890232105184,2.4037490712824843e-05,1.0269924944521966e-05,5.93824733364364e-10,3.0439772985579183,0.2455331009769929,0.00012532004864240125,3.9535848372095863e-16,0.753081687884818,1.810219407852977e-05,5.823265858412583e-08,7.675859753086873e-06,0.06171472558026296,2.2600650790444367e-11,4.2459788171934286e-10,0.0,0.0,0.0,0.0
457,0.2469877527406678,2.455494550030594e-05,1.0388718968611525e-05,5.572456652077347e-10,3.0439772985579183,0.24566148510483776,0.0001266816603452016,4.051841183665158e-16,0.7529518003291347,1.8488690421439143e-05,5.9355581296754884e-08,7.762849069232724e-06,0.06174693818516695,2.345340103747855e-11,3.9612572580629145e-10,0.0,0.0,0.0,0.0
458,0.24699172990547905,2.4411305376897784e-05,1.0421305676327489e-05,5.432183096400603e-10,3.0439772985579183,0.2456654478805955,0.00012707633437944725,3.9942993380214265e-16,0.7529479662448499,1.8380442736917156e-05,5.8064861140455e-08,7.788636053466238e-06,0.06174793247636976,1.9400592346481587e-11,3.89614529123967e-10,0.0,0.0,0.0,0.0
459,0.2469376932084263,2.4473921379299684e-05,1.0587516029308394e-05,5.541135897544455e-10,3.0439772985579183,0.24561160670306534,0.00012914052371578732,4.0116099233028265e-16,0.7530015288247858,1.8428900214950273e-05,5.879543997869036e-08,7.913620316547456e-06,0.06173442330210657,2.1479929351495174e-11,3.9576845087619245e-10,0.0,0.0,0.0,0.0
460,0.24715606918778088,2.411926124824087e-05,1.0378645402729649e-05,5.456832369383587e-10,3.0439772985579183,0.24582919279349927,0.00012644447784305286,3.953825152533013e-16,0.752784176101899,1.815659820694346e-05,5.7418010852048244e-08,7.755462017695552e-06,0.06178901729694522,2.1795027111267683e-11,3.889866788199919e-10,0.0,0.0,0.0,0.0
461,0.24713229250532276,2.4105351802556305e-05,1.0403073314722547e-05,5.802037540359097e-10,3.0439772985579183,0.24580550208093066,0.00012675827780779113,3.961083042500447e-16,0.7528079164916823,1.814669966678143e-05,5.7728963981532864e-08,7.773786983184967e-06,0.06178307312633069,2.2152069685218313e-11,4.146299095312074e-10,0.0,0.0,0.0,0.0
462,0.24685281946117282,2.421663675934768e-05,1.0629770489762784e-05,5.898192157328557e-10,3.0439772985579183,0.24552704013597065,0.00012971516655390476,3.929957244309326e-16,0.7530866875617177,1.8237226760982474e-05,5.80753629844487e-08,7.947063284692304e-06,0.061713204865293206,2.2712453344040242e-11,4.2147254609246623e-10,0.0,0.0,0.0,0.0
463,0.2469508991705807,2.451715584833226e-05,1.0509448872822669e-05,5.626013465510752e-10,3.0439772985579183,0.2456247648786121,0.0001281792208451653,4.049249029607818e-16,0.7529884351156338,1.8461134815721817e-05,5.853615390469646e-08,7.854957306769807e-06,0.06173772479264517,2.2173391315845138e-11,4.014589162175974e-10,0.0,0.0,0.0,0.0
464,0.24706500940168272,2.4006894499885604e-05,1.0519129667886409e-05,5.523033647377098e-10,3.0439772985579183,0.24573846229786547,0.0001282187326326397,3.9480487771029763e-16,0.7528750805322103,1.807419262992965e-05,5.723190970737203e-08,7.862358686131371e-06,0.06176625235042068,2.2552007973864393e-11,3.932634322312495e-10,0.0,0.0,0.0,0.0
465,0.24704252761837292,2.4567372602729707e-05,1.02883245160322e-05,5.365142444038794e-10,3.0439772985579183,0.24571606183133374,0.00012542052878628345,4.083642406352669e-16,0.7528972379884102,1.8496706977227337e-05,5.886001848978602e-08,7.687191093159305e-06,0.06176063190459323,2.1144024900580885e-11,3.8279606785253876e-10,0.0,0.0,0.0,0.0
466,0.24696661421711924,2.4336093799326066e-05,1.0384558724171546e-05,5.559246758947301e-10,3.0439772985579183,0.24564042306249198,0.00012664538044230582,3.986640689728592e-16,0.7529732761121839,1.8324428275851953e-05,5.8730980237164836e-08,7.760564223281645e-06,0.06174165355427981,2.2236130463646958e-11,3.96360294016412e-10,0.0,0.0,0.0,0.0
467,0.24711096833785787,2.4837799738022607e-05,1.0178536832241598e-05,5.261383617098667e-10,3.0439772985579183,0.24578425502257464,0.00012403648658312837,4.088913921613986e-16,0.7528286435947495,1.8698607086653585e-05,5.935680749422527e-08,7.603337269701416e-06,0.06177774208446447,2.0894351985211184e-11,3.7519767720399145e-10,0.0,0.0,0.0,0.0
468,0.2470256878168357,2.4242585535243954e-05,1.0363696461719089e-05,5.691617101884615e-10,3.0439772985579183,0.24569928294418927,0.00012635084749537816,3.980342053670456e-16,0.7529143950731021,1.8252591623276137e-05,5.757618397572954e-08,7.745400068220747e-06,0.061756421954208926,2.154814640357182e-11,4.0698189832174593e-10,0.0,0.0,0.0,0.0
469,0.2469061727769256,2.4958849817236232e-05,1.0286242197755816e-05,5.339653244931046e-10,3.0439772985579183,0.24558020034025266,0.00012548701725698623,4.0939261580509227e-16,0.7530329970957291,1.879483748193559e-05,5.802024376410709e-08,7.687859547264515e-06,0.0617265431942314,2.200786725390838e-11,3.8008564139432774e-10,0.0,0.0,0.0,0.0
470,0.2472050775474523,2.4365446229138433e-05,1.0492483105897785e-05,5.701258098267596e-10,3.0439772985579183,0.2458780239778793,0.00012779760938634637,4.052454377092417e-16,0.7527345438605688,1.8340713053249734e-05,5.836289266227455e-08,7.839691592020418e-06,0.061801269386863075,2.2647737360043596e-11,4.0650565404303967e-10,0.0,0.0,0.0,0.0
471,0.24697300701945704,2.4201864499071705e-05,1.061452872693502e-05,5.346857992607715e-10,3.0439772985579183,0.24564679273438886,0.00012944548634280712,3.915087966953512e-16,0.7529665666186021,1.8223194817634655e-05,5.8350692338146927e-08,7.934034559456636e-06,0.06174325175486426,2.0825669068299222e-11,3.8177486142080694e-10,0.0,0.0,0.0,0.0
472,0.2471113442996542,2.468823043027875e-05,1.0354052606151817e-05,5.394679785267549e-10,3.0439772985579183,0.24578462962482098,0.00012617505255662042,4.1184310030998845e-16,0.7528280964069314,1.858599351848243e-05,5.867931647890348e-08,7.736142397107596e-06,0.06177783607491355,2.1826847681910943e-11,3.842998036648813e-10,0.0,0.0,0.0,0.0
473,0.24708350318658812,2.4221371127935167e-05,1.0605672405988984e-05,5.657827621848576e-10,3.0439772985579183,0.24575688919599709,0.00012926067085886221,3.931808120074892e-16,0.752856069786316,1.823520627221302e-05,5.833963817809252e-08,7.926205206835956e-06,0.06177087579664703,2.1510235407153634e-11,4.0444275128418415e-10,0.0,0.0,0.0,0.0
474,0.24697143006406366,2.4585755485841478e-05,1.030799384763312e-05,5.376728249458061e-10,3.0439772985579183,0.2456452214846824,0.00012570834069731054,4.059095380185956e-16,0.7529682577401824,1.851229347340019e-05,5.854755140467333e-08,7.703044616844155e-06,0.061742857516015916,2.239497114161026e-11,3.8245559909207543e-10,0.0,0.0,0.0,0.0
475,0.24697383190434583,2.3892649641604506e-05,1.070064958898959e-05,5.421179861607559e-10,3.0439772985579183,0.24564761463472098,0.0001304952090491115,3.907087361104595e-16,0.7529660128572845,1.799035313723497e-05,5.838434920083032e-08,7.998841106803602e-06,0.061743457976086456,2.2051501455526432e-11,3.8614491708215846e-10,0.0,0.0,0.0,0.0
476,0.2471432688566423,2.461356046359687e-05,1.0099708211526588e-05,5.491696646424209e-10,3.0439772985579183,0.24581643874380976,0.0001230545938033766,4.052896031120226e-16,0.7527968611430798,1.852901105855113e-05,5.864492598635158e-08,7.5443837141118525e-06,0.06178581721416058,2.1899867754682436e-11,3.915133320231298e-10,0.0,0.0,0.0,0.0
477,0.2470982021655703,2.436210572354499e-05,1.0474693002185436e-05,5.74225527217168e-10,3.0439772985579183,0.24577153501640872,0.00012765423722683824,3.9502474820091045e-16,0.7528414558543101,1.8340803140590228e-05,5.736987224836576e-08,7.828413257143872e-06,0.061774550541392574,2.26714702699691e-11,4.0962931162891243e-10,0.0,0.0,0.0,0.0
478,0.24687565019306998,2.4364283184006696e-05,1.0313900588043126e-05,5.481516951613133e-10,3.0439772985579183,0.24554978822744852,0.0001258452315901339,4.0190595053261497e-16,0.7530643500803409,1.834787308113738e-05,5.7723965097613076e-08,7.70930687803033e-06,0.061718912548267495,2.0927241921678772e-11,3.918662581404128e-10,0.0,0.0,0.0,0.0
479,0.247044081009308,2.4781597196227754e-05,1.0214415970235264e-05,5.357562124094248e-10,3.0439772985579183,0.2457176096034112,0.00012451847597250252,4.073357649094927e-16,0.7528955290969507,1.8657953732921405e-05,5.859470125783146e-08,7.63179341506879e-06,0.061761020252327,2.091297378171858e-11,3.824554832272536e-10,0.0,0.0,0.0,0.0
480,0.24694178294933994,2.4607039538500336e-05,1.0318118225082209e-05,5.635456877369957e-10,3.0439772985579183,0.24561568164472838,0.00012585186225119868,4.0389085175111076e-16,0.7529978474238243,1.8529047803963687e-05,5.943194148169349e-08,7.71008887146974e-06,0.061735445737334985,2.112806050842339e-11,4.0322062928251294e-10,0.0,0.0,0.0,0.0
481,0.2471163388560906,2.4116745759074978e-05,1.055081194542067e-05,5.751166771176587e-10,3.0439772985579183,0.24578960612017317,0.00012856939212414756,3.920135188467073e-16,0.7528235181099533,1.8155653387710122e-05,5.744165507218719e-08,7.885457712595922e-06,0.06177908471402265,2.2641350841406047e-11,4.103200093500158e-10,0.0,0.0,0.0,0.0
482,0.2471603346280234,2.4402067291755255e-05,1.044264100769885e-05,5.724752386431761e-10,3.0439772985579183,0.24583344281194275,0.00012722113236695172,4.0207165149758833e-16,0.7527793405995118,1.8369372125152436e-05,5.8496906137169714e-08,7.802507505755791e-06,0.06179008365700585,2.263690603291524e-11,4.08310626622443e-10,0.0,0.0,0.0,0.0
483,0.24698401697987943,2.4629730898205116e-05,1.0361705024797457e-05,5.252664455277368e-10,3.0439772985579183,0.24565776285992777,0.0001263547774658356,4.058517530410947e-16,0.7529554843634639,1.8545090958199807e-05,5.865399608070881e-08,7.743248629696999e-06,0.06174600424496986,2.081687938411143e-11,3.746853715281006e-10,0.0,0.0,0.0,0.0
484,0.24682814777847956,2.478660996123068e-05,1.0511858739733899e-05,5.498750951820274e-10,3.0439772985579183,0.24550245776571492,0.0001282932121427122,4.0753439958273926e-16,0.7531107654168022,1.8667062799990173e-05,5.960826103226836e-08,7.85698572040203e-06,0.06170703694461989,2.313722904177342e-11,3.9097962477440025e-10,0.0,0.0,0.0,0.0
485,0.24706434691578147,2.463070474461652e-05,1.0533050366671363e-05,5.548706234944828e-10,3.0439772985579183,0.24573780220807795,0.00012838870513328288,4.0529891321237004e-16,0.7528747722854942,1.8543836225834402e-05,5.8882312469055e-08,7.871185583810289e-06,0.06176608672894537,2.2197914181282124e-11,3.9555018013003674e-10,0.0,0.0,0.0,0.0
486,0.24704866277994333,2.44389457561716e-05,1.040895584058737e-05,5.64063433812346e-10,3.0439772985579183,0.24572217480126637,0.00012688689482296805,4.0136133231802624e-16,0.7528910240948977,1.839986289816369e-05,5.809872712520533e-08,7.778710695453187e-06,0.061762165694985834,2.196635502819179e-11,4.0271194130926996e-10,0.0,0.0,0.0,0.0
487,0.24698320002839205,2.4381561894563022e-05,1.0701782576313298e-05,5.980213017863908e-10,3.0439772985579183,0.24565694886417455,0.00013050232403203298,3.953862446845541e-16,0.7529559064280049,1.8358241036451204e-05,5.820522746160597e-08,7.999765172681803e-06,0.06174580000709801,2.3373225648335265e-11,4.2691044570149206e-10,0.0,0.0,0.0,0.0
488,0.24697956883334402,2.4217425256786462e-05,1.0354244685775408e-05,5.624387422755906e-10,3.0439772985579183,0.24565333080692123,0.00012626692991326956,3.9624359241475293e-16,0.752960569657283,1.8234766316982606e-05,5.877687993974054e-08,7.737561097032607e-06,0.061744892208336004,2.255369368377595e-11,4.0094050209737845e-10,0.0,0.0,0.0,0.0
489,0.24693186544210627,2.4402483730920538e-05,1.045168747238651e-05,5.800309943481168e-10,3.0439772985579183,0.24560580002567375,0.00012748782934379226,3.997811681644628e-16,0.7530077703767981,1.8375259865876565e-05,5.849879213097822e-08,7.8117030881259e-06,0.06173296636052657,2.1885240065318427e-11,4.148826057381942e-10,0.0,0.0,0.0,0.0
490,0.24710451416633253,2.4875633838677828e-05,1.031449120512473e-05,5.503425845239137e-10,3.0439772985579183,0.2457778241908857,0.00012569753749728854,4.1081121320939287e-16,0.7528347331310814,1.872724116240752e-05,5.948035837259468e-08,7.705626875420368e-06,0.06177612854158313,2.1452511775571366e-11,3.9286450097515884e-10,0.0,0.0,0.0,0.0
491,0.2470423193275188,2.4237319649960213e-05,1.0505773053200426e-05,5.681116589368167e-10,3.0439772985579183,0.2457158542939028,0.0001280714945346748,3.957188276391717e-16,0.7528974519383259,1.824821620626976e-05,5.860994007105452e-08,7.851159822325874e-06,0.0617605798318797,2.2300969745001644e-11,4.0542885068498285e-10,0.0,0.0,0.0,0.0
492,0.24697090979323566,2.438535287377729e-05,1.0484195184156867e-05,5.815146240331713e-10,3.0439772985579183,0.24564470309628855,0.00012785749756837077,4.0321670415133784e-16,0.7529686815175016,1.8361407001707106e-05,5.8853521728704445e-08,7.835417102858032e-06,0.061742727448308915,2.2611751184192517e-11,4.152505485572101e-10,0.0,0.0,0.0,0.0
493,0.24683892961881201,2.4437656612876064e-05,1.036968103715837e-05,5.357485546147544e-10,3.0439772985579183,0.2455132005743079,0.00012655079036653924,4.0370042935235127e-16,0.7531008312732864,1.840401950952809e-05,5.8537017045823654e-08,7.75087839207698e-06,0.061709732404703004,2.089649904547761e-11,3.825761827883556e-10,0.0,0.0,0.0,0.0
494,0.2470522073658577,2.4121622024634743e-05,1.038417040378889e-05,5.639286217232177e-10,3.0439772985579183,0.24572570656621906,0.0001265824339081334,3.942112215129123e-16,0.7528880135512971,1.816088008976247e-05,5.8955533008531404e-08,7.759161894678258e-06,0.061763051841464425,2.1886850620019883e-11,4.026882491738943e-10,0.0,0.0,0.0,0.0
495,0.246836412469811,2.4383366730659678e-05,1.0473415636439436e-05,5.570864462556432e-10,3.0439772985579183,0.24551069253758337,0.00012781846413874624,4.0011687612404026e-16,0.7531031955238816,1.8363191402490506e-05,5.9128642409960656e-08,7.828434141442367e-06,0.06170910311745275,2.2385847476542286e-11,3.9715773538162577e-10,0.0,0.0,0.0,0.0
496,0.24692364697689442,2.4346943831545787e-05,1.053817057306208e-05,5.585911741162185e-10,3.0439772985579183,0.2455976113014287,0.00012854839702530185,3.9778095819670213e-16,0.7530158765806094,1.833363525137031e-05,5.8005430602209324e-08,7.877404321028116e-06,0.061730911744223606,2.1347447914404064e-11,3.9928057471291205e-10,0.0,0.0,0.0,0.0
497,0.24665405877042118,2.4550158713540158e-05,1.0303556505242702e-05,5.820634327548189e-10,3.0439772985579183,0.24532899921239734,0.00012586894330543174,4.0655719251567364e-16,0.7532856670323438,1.8493282682279003e-05,5.9123455358016047e-08,7.702397979499177e-06,0.061663514692605295,2.246154441867653e-11,4.15998496779173e-10,0.0,0.0,0.0,0.0
498,0.24698525112340425,2.456042512062828e-05,1.0363026472252457e-05,5.59489966310809e-10,3.0439772985579183,0.2456589925383338,0.00012637007014214624,4.043157687257537e-16,0.7529543515137863,1.8492878969605574e-05,5.8288492669536786e-08,7.744597384465513e-06,0.06174631278085106,2.2000982071432102e-11,3.992694226905932e-10,0.0,0.0,0.0,0.0
499,0.24689091995046503,2.419880078406277e-05,1.0524353701910872e-05,5.709918167285882e-10,3.0439772985579183,0.24556500271702372,0.00012840249465311074,3.9235909603622855e-16,0.7530488552253155,1.8222879228263935e-05,5.796722263095938e-08,7.867385284579334e-06,0.06172272998761626,2.225487758282832e-11,4.077298563476582e-10,0.0,0.0,0.0,0.0
500,0.24709920416464115,2.4704676318225754e-05,1.0492551589375504e-05,5.520668057518446e-10,3.0439772985579183,0.24577253339188126,0.00012787109524862398,3.989871270791968e-16,0.7528398979612879,1.859866599857972e-05,5.741603992158167e-08,7.841795427977421e-06,0.06177480104116029,2.2380262042098644e-11,3.9323765566793426e-10,0.0,0.0,0.0,0.0
501,0.24715018789895038,2.4176253859927173e-05,1.05730928886638e-05,5.432471674846556e-10,3.0439772985579183,0.2458233327690303,0.0001288174403670678,3.958900683066796e-16,0.7527895320374451,1.8199630829633054e-05,5.798559783351459e-08,7.901328050012146e-06,0.061787546974737595,2.1628857477415595e-11,3.873219235140259e-10,0.0,0.0,0.0,0.0
502,0.24694776482592834,2.451290591785875e-05,1.0352955751376059e-05,5.492954127332436e-10,3.0439772985579183,0.2456216418755594,0.00012627273025560295,4.0483716994940217e-16,0.752991929163415,1.845802031648975e-05,6.015031141296052e-08,7.73554181235917e-06,0.061736941206482085,2.2620035842764973e-11,3.909949766718544e-10,0.0,0.0,0.0,0.0
503,0.2470540650293948,2.4063831172172087e-05,1.0407531132052148e-05,5.711218922714208e-10,3.0439772985579183,0.24572755751055664,0.00012686593864371943,3.9505012436368937e-16,0.7528861902505916,1.811732617405007e-05,5.740610369730802e-08,7.77828036022786e-06,0.0617635162573487,2.065518137773072e-11,4.093346042632081e-10,0.0,0.0,0.0,0.0
504,0.24693209230356,2.4331620480716064e-05,1.05260841841271e-05,5.731859692675555e-10,3.0439772985579183,0.24560602606617526,0.0001283951401425063,3.96812103724784e-16,0.7530074822317956,1.8321892276803594e-05,5.811935533479427e-08,7.868100793914678e-06,0.06173302307589,2.4442946053983974e-11,4.071703775147693e-10,0.0,0.0,0.0,0.0
505,0.24712672056882745,2.4162494566293087e-05,1.0662952995859194e-05,5.817641395831617e-10,3.0439772985579183,0.2457999502921743,0.0001299286073691627,3.8662146288145506e-16,0.7528128150730143,1.818983555363751e-05,5.702433602544702e-08,7.970183325778545e-06,0.06178168014220686,2.1713603897340745e-11,4.1624589573078926e-10,0.0,0.0,0.0,0.0
506,0.24696742611705808,2.4416305351242983e-05,1.010031642423825e-05,5.282408472908148e-10,3.0439772985579183,0.24564123202478183,0.00012317843747603385,4.0175884479446974e-16,0.7529729856674109,1.838481833929261e-05,5.985167355297113e-08,7.545413740591291e-06,0.06174185652926452,2.0875446812827718e-11,3.7687564112321993e-10,0.0,0.0,0.0,0.0
507,0.24697615737438391,2.4636600895153357e-05,1.0385794731954865e-05,5.356048784789954e-10,3.0439772985579183,0.2456499316909134,0.00012665387840854293,4.0897609940243624e-16,0.7529632785265106,1.8550455781763836e-05,5.825715519155137e-08,7.761864896284545e-06,0.06174403934359598,2.070202839074267e-11,3.8258877690359503e-10,0.0,0.0,0.0,0.0
508,0.24694049137820423,2.431252943868216e-05,1.0365947541888856e-05,5.450664976224609e-10,3.0439772985579183,0.24561439474728242,0.00012643617913981809,3.981261383241398e-16,0.7529994744474682,1.8307321889816264e-05,5.823757942592238e-08,7.747315471766412e-06,0.06173512284455106,2.078129835210837e-11,3.896534878965269e-10,0.0,0.0,0.0,0.0
509,0.24698933908576096,2.4059867805249757e-05,1.0387911663674612e-05,5.666462658205615e-10,3.0439772985579183,0.24566306571063856,0.0001266708612230589,3.902792200583079e-16,0.7529509613638805,1.8115900594250683e-05,5.781606757358169e-08,7.763772006153285e-06,0.06174733477144024,2.1168575580537446e-11,4.0548827502230734e-10,0.0,0.0,0.0,0.0
510,0.24704906765835505,2.376187459552544e-05,1.0447525051933675e-05,5.578732423300195e-10,3.0439772985579183,0.2457225782152016,0.00012735694040752723,3.8774948709256166e-16,0.7528915516138652,1.7890114633479233e-05,5.7080077973091984e-08,7.808773268901981e-06,0.06176226691458876,2.099475743336761e-11,3.9902329358833866e-10,0.0,0.0,0.0,0.0
511,0.24698376571060301,2.397632567690452e-05,1.0329543334952873e-05,5.391389908816714e-10,3.0439772985579183,0.2456575124997437,0.000125962931866601,3.9222299872616737e-16,0.7529567920754352,1.8053137267437917e-05,5.903163801592536e-08,7.718668175074384e-06,0.061745941427650754,2.0416956648453022e-11,3.8553140840859754e-10,0.0,0.0,0.0,0.0
512,0.24669664099760807,2.4066886038132986e-05,1.0333077556364138e-05,5.540574811637734e-10,3.0439772985579183,0.24537142719036437,0.00012620076304917414,3.986625123848017e-16,0.7532437496414447,1.8128231481556623e-05,5.9462251634553426e-08,7.723863832257026e-06,0.06167416024940202,2.219357828536393e-11,3.9514675634333087e-10,0.0,0.0,0.0,0.0
513,0.24698901984667837,2.477846546992294e-05,1.0170325722900335e-05,5.475110789838602e-10,3.0439772985579183,0.24566274762653917,0.00012401771991606643,4.1082973893966845e-16,0.7529506900825664,1.865696267476552e-05,5.893357611688099e-08,7.598820195305402e-06,0.06174725496166959,2.227109202739481e-11,3.899777527213532e-10,0.0,0.0,0.0,0.0
514,0.24693110471964233,2.4274805484983693e-05,1.050621354560545e-05,5.549657347432796e-10,3.0439772985579183,0.24560504205607056,0.00012815346475115663,3.965836839248727e-16,0.7530086002746772,1.8279137300187627e-05,5.816756918194437e-08,7.853101586981268e-06,0.06173277617991058,2.125057589918177e-11,3.96643395220263e-10,0.0,0.0,0.0,0.0
515,0.2469854475884001,2.443165865302236e-05,1.0555170376818666e-05,5.6144217671885e-10,3.0439772985579183,0.24565918829252326,0.00012871295755874582,3.992424452779021e-16,0.7529539149574384,1.839591303169696e-05,5.8566928553523327e-08,7.888989929714872e-06,0.061746361897100026,2.0836389250603212e-11,4.0190369573208084e-10,0.0,0.0,0.0,0.0
516,0.24711084132502853,2.454456808671784e-05,1.0604801421398037e-05,5.594648094152554e-10,3.0439772985579183,0.2457841284690485,0.00012923098063990167,4.107403678357153e-16,0.752828249257652,1.8477844221509028e-05,5.839521404755203e-08,7.925198873748591e-06,0.06177771033125713,2.1979157934555027e-11,3.992017550587977e-10,0.0,0.0,0.0,0.0
517,0.24701626014528671,2.4208737712695923e-05,1.039907338304213e-05,5.477597720962472e-10,3.0439772985579183,0.24568988937699224,0.00012678857290474393,3.9895333064058005e-16,0.752923793170837,1.8227334626520907e-05,5.877632996287375e-08,7.770933447059096e-06,0.06175406503632168,2.1993264207066068e-11,3.904281011460336e-10,0.0,0.0,0.0,0.0
518,0.24693440948864542,2.4632685752067304e-05,1.0424326231715372e-05,5.431604351614403e-10,3.0439772985579183,0.2456083348660165,0.00012715229415691904,4.101946795851609e-16,0.7530049418742771,1.8548534102942774e-05,6.036063408431598e-08,7.78920853410702e-06,0.061733602372161356,2.1944612228991476e-11,3.8705787967815594e-10,0.0,0.0,0.0,0.0
519,0.24703472251417238,2.428037497759865e-05,1.028853831361879e-05,5.454463667108393e-10,3.0439772985579183,0.24570828495993297,0.00012542846993561884,3.9867031999810355e-16,0.7529054740678802,1.8280827233054807e-05,5.8676154351755695e-08,7.687620662128949e-06,0.061758680628543096,2.1292033248896374e-11,3.893775220581309e-10,0.0,0.0,0.0,0.0
520,0.24673376709410916,2.3877551195176346e-05,1.0636349435357333e-05,5.983589347583792e-10,3.0439772985579183,0.24540841882287753,0.000129878690108763,3.875258911806873e-16,0.7532062262184159,1.7984720227055803e-05,5.689260050714707e-08,7.95447201843873e-06,0.06168344177352729,2.2596821657500457e-11,4.280908535159296e-10,0.0,0.0,0.0,0.0
521,0.24705455826305361,2.4359886929930448e-05,1.0410941918607813e-05,5.339371495034972e-10,3.0439772985579183,0.24572804896018943,0.00012690710261903425,3.9528076166577264e-16,0.7528852437921907,1.8340199409990884e-05,5.898139994275517e-08,7.779263144554625e-06,0.061763639565763404,2.1163917431251075e-11,3.8082948354239676e-10,0.0,0.0,0.0,0.0
522,0.24709811263150855,2.4568430482974807e-05,1.0436578296547316e-05,5.463695387551331e-10,3.0439772985579183,0.24577144580613589,0.00012718975968691097,4.03865782511174e-16,0.7528413209693479,1.8496129658946347e-05,5.9371570852204116e-08,7.797715820320504e-06,0.06177452815787714,2.3280998549016853e-11,3.8804856674481083e-10,0.0,0.0,0.0,0.0
523,0.2469112896956487,2.3958558375923694e-05,1.0436633091429215e-05,5.781910871230805e-10,3.0439772985579183,0.24558529874049628,0.00012731840460692803,3.8605821811331345e-16,0.7530290470138599,1.804149038164775e-05,5.808816389269162e-08,7.800999706979564e-06,0.06172782242391218,2.1945675759754765e-11,4.134490075684461e-10,0.0,0.0,0.0,0.0
524,0.2470674037562674,2.434877479754744e-05,1.0504297353992286e-05,5.829405495465765e-10,3.0439772985579183,0.2457408479924749,0.00012803621020390763,4.037592260430568e-16,0.7528722049611545,1.833151576993213e-05,5.9075773912404935e-08,7.849317736555388e-06,0.06176685093906685,2.1856604634287526e-11,4.170231322641107e-10,0.0,0.0,0.0,0.0
525,0.2470536775423347,2.4854651600507264e-05,1.0243993989427374e-05,5.399618065517804e-10,3.0439772985579183,0.24572717142503955,0.00012487257410934686,4.122353213905968e-16,0.7528857565157641,1.871271317318366e-05,5.8505642596606247e-08,7.654051521876363e-06,0.061763419385583676,2.1767544539872358e-11,3.8476200867548354e-10,0.0,0.0,0.0,0.0
526,0.24689960661840682,2.457800713889364e-05,1.056423431715594e-05,5.6801542085287e-10,3.0439772985579183,0.24557365794565653,0.00012888292407940195,4.047708669602339e-16,0.7530395081108228,1.8508210406216758e-05,5.832152595685471e-08,7.896964287801728e-06,0.061724901654601705,2.3429572471229035e-11,4.043084806471782e-10,0.0,0.0,0.0,0.0
527,0.24685643705602586,2.452145319132439e-05,1.041656978107215e-05,5.620223324430221e-10,3.0439772985579183,0.24553064463571878,0.00012711100723053522,4.0624892703603046e-16,0.7530830929714895,1.8466691813478173e-05,5.8644686508539695e-08,7.785897902374625e-06,0.061714109264006466,2.2013375616887025e-11,4.0123614081835477e-10,0.0,0.0,0.0,0.0
