YPBBN	DoH	He3oH	Li7oH	Neff	YPCMB	He3oHe4	n	p	H2	H3	He3	He4	Li7	Be7	He6	Li8	Li6	B8
2.4703650559e-01	2.4712484491e-05	1.0460596626e-05	5.7375869455e-10	3.0439772986e+00	2.4571006159e-01	1.2752464936e-04	4.0764230206e-16	7.5290265176e-01	1.8606095105e-05	5.8570968124e-08	7.8172399705e-06	6.1759126399e-02	2.1705343706e-11	4.1027909889e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694698580e-01	2.4502770999e-05	1.0205805145e-05	5.4485609153e-10	3.0439772986e+00	2.4562086567e-01	1.2447854552e-04	3.9885793121e-16	7.5299305580e-01	1.8450416410e-05	5.7790609638e-08	7.6271097937e-06	6.1736746450e-02	2.1302921823e-11	3.8896993151e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706760664e-01	2.4215936066e-05	1.0501668662e-05	5.6948132734e-10	3.0439772986e+00	2.4574105014e-01	1.2800406466e-04	3.9504422403e-16	7.5287220811e-01	1.8231505257e-05	5.7862524010e-08	7.8485519500e-06	6.1766901660e-02	2.2558344098e-11	4.0618832029e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4683579860e-01	2.4323812910e-05	1.0389267711e-05	5.5320823552e-10	3.0439772986e+00	2.4551008089e-01	1.2679198140e-04	3.9739801280e-16	7.5310408916e-01	1.8318362966e-05	5.9336891773e-08	7.7648631048e-06	6.1708949650e-02	2.3062429816e-11	3.9356095451e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709499792e-01	2.4017151468e-05	1.0370549342e-05	5.8631464435e-10	3.0439772986e+00	2.4576834236e-01	1.2638735032e-04	3.9527091901e-16	7.5284541432e-01	1.8081202348e-05	5.7561628602e-08	7.7498588874e-06	6.1773749481e-02	2.2367526212e-11	4.1903676513e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700638553e-01	2.4700394227e-05	1.0391396706e-05	5.3400185892e-10	3.0439772986e+00	2.4568005048e-01	1.2670158140e-04	4.0873366578e-16	7.5293294410e-01	1.8597740546e-05	5.9250499078e-08	7.7647744162e-06	6.1751596382e-02	2.0351589696e-11	3.8171600210e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4707571076e-01	2.4477561594e-05	1.0365879598e-05	5.3750797295e-10	3.0439772986e+00	2.4574912495e-01	1.2634342301e-04	4.0685513024e-16	7.5286401757e-01	1.8428275362e-05	5.9315356457e-08	7.7447824031e-06	6.1768927689e-02	2.2240824378e-11	3.8242958761e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4680234389e-01	2.4651898181e-05	1.0345607276e-05	5.4148273185e-10	3.0439772986e+00	2.4547674730e-01	1.2628180125e-04	4.0639020097e-16	7.5313714575e-01	1.8566260233e-05	5.8723127107e-08	7.7329380077e-06	6.1700585974e-02	2.0867734426e-11	3.8694302471e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4691674418e-01	2.4273124342e-05	1.0693029838e-05	5.5967095333e-10	3.0439772986e+00	2.4559073349e-01	1.3044222687e-04	3.9360164014e-16	7.5302254017e-01	1.8278209750e-05	5.8137776545e-08	7.9939547142e-06	6.1729186046e-02	2.1028981994e-11	4.0041586095e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4695957516e-01	2.4337293785e-05	1.0557832908e-05	5.5793715035e-10	3.0439772986e+00	2.4563340947e-01	1.2876336037e-04	3.9587213546e-16	7.5297992141e-01	1.8325493562e-05	5.8920960470e-08	7.8909152325e-06	6.1739893789e-02	2.3490464826e-11	3.9662500679e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4715712103e-01	2.4452550573e-05	1.0416600169e-05	5.3198120153e-10	3.0439772986e+00	2.4583024083e-01	1.2690606961e-04	4.0105282433e-16	7.5278253696e-01	1.8407453055e-05	5.9446552574e-08	7.7819881489e-06	6.1789280258e-02	2.2461075401e-11	3.7800508310e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4713772684e-01	2.4312003102e-05	1.0346840847e-05	5.6033563664e-10	3.0439772986e+00	2.4581091676e-01	1.2606938928e-04	3.9789358855e-16	7.5280229857e-01	1.8302131818e-05	5.8410877601e-08	7.7307146950e-06	6.1784431710e-02	2.2136406116e-11	3.9968554912e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4691499788e-01	2.4446687042e-05	1.0410215091e-05	5.6766725909e-10	3.0439772986e+00	2.4558899350e-01	1.2699348012e-04	3.9782109007e-16	7.5302466377e-01	1.8408958290e-05	5.8457634144e-08	7.7806910847e-06	6.1728749469e-02	2.0915228312e-11	4.0655221860e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692551275e-01	2.3930636706e-05	1.0489111620e-05	5.8432834365e-10	3.0439772986e+00	2.4559947033e-01	1.2794879980e-04	3.9154298382e-16	7.5301474856e-01	1.8020122382e-05	5.7589716482e-08	7.8408660326e-06	6.1731378189e-02	2.1690894962e-11	4.1831696581e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4707398204e-01	2.4098140326e-05	1.0467731618e-05	5.9188220635e-10	3.0439772986e+00	2.4574740248e-01	1.2758607893e-04	3.9743965187e-16	7.5286608710e-01	1.8142672614e-05	5.8231326451e-08	7.8225688172e-06	6.1768495510e-02	2.3235992230e-11	4.2237204848e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4711716390e-01	2.4057105892e-05	1.0465227253e-05	5.8207199549e-10	3.0439772986e+00	2.4579042818e-01	1.2752596223e-04	3.8864059609e-16	7.5282297616e-01	1.8110742055e-05	5.7804069119e-08	7.8206594581e-06	6.1779290975e-02	2.1348140306e-11	4.1684903168e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4679073401e-01	2.4544983953e-05	1.0357880946e-05	5.2769493268e-10	3.0439772986e+00	2.4546517945e-01	1.2643953670e-04	4.0569369039e-16	7.5314888808e-01	1.8486027372e-05	5.9066948117e-08	7.7419595691e-06	6.1697683502e-02	2.0829615847e-11	3.7660323595e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698267746e-01	2.4270607874e-05	1.0548107831e-05	5.5562185570e-10	3.0439772986e+00	2.4565642818e-01	1.2862879473e-04	3.9393753446e-16	7.5295694336e-01	1.8274722719e-05	5.8453116423e-08	7.8838179139e-06	6.1745669364e-02	2.2058532436e-11	3.9630080170e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4710039536e-01	2.3893000498e-05	1.0537973247e-05	5.8650516793e-10	3.0439772986e+00	2.4577372028e-01	1.2842401058e-04	3.9341117794e-16	7.5283982613e-01	1.7987602341e-05	5.8325816641e-08	7.8750801303e-06	6.1775098840e-02	2.1232293236e-11	4.2031215541e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692992024e-01	2.4389575579e-05	1.0155004619e-05	5.3203768355e-10	3.0439772986e+00	2.4560386187e-01	1.2387035376e-04	4.0126793388e-16	7.5301040527e-01	1.8365604191e-05	5.8302714960e-08	7.5885214287e-06	6.1732480061e-02	2.1557585087e-11	3.7907232662e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706770772e-01	2.4492431374e-05	1.0297254518e-05	5.5258386884e-10	3.0439772986e+00	2.4574115086e-01	1.2551241512e-04	4.0799419550e-16	7.5287215248e-01	1.8439669528e-05	5.9164464721e-08	7.6933517086e-06	6.1766926930e-02	2.2344586128e-11	3.9368042063e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4686016918e-01	2.4471789013e-05	1.0533139816e-05	5.6965370277e-10	3.0439772986e+00	2.4553436325e-01	1.2853087226e-04	4.0356607366e-16	7.5307917257e-01	1.8429194621e-05	5.7683034343e-08	7.8746051830e-06	6.1715042294e-02	2.2081239418e-11	4.0691309971e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699615072e-01	2.3949931379e-05	1.0551966081e-05	5.9090674154e-10	3.0439772986e+00	2.4566985270e-01	1.2866660386e-04	3.8394044845e-16	7.5294394514e-01	1.8032955818e-05	5.9048617391e-08	7.8859903526e-06	6.1749037679e-02	2.1941842977e-11	4.2297781021e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4678741066e-01	2.4317127463e-05	1.0487135665e-05	5.6907671454e-10	3.0439772986e+00	2.4546186814e-01	1.2801965754e-04	3.9591466742e-16	7.5315226211e-01	1.8314499557e-05	5.7931786289e-08	7.8404781632e-06	6.1696852665e-02	2.1882662368e-11	4.0671875250e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700898062e-01	2.4466101273e-05	1.0547536590e-05	5.8802880762e-10	3.0439772986e+00	2.4568263619e-01	1.2860358982e-04	4.0054005564e-16	7.5293034906e-01	1.8421270172e-05	5.8402850406e-08	7.8831575562e-06	6.1752245155e-02	2.2978580955e-11	4.1976615443e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4705654742e-01	2.4005514548e-05	1.0671243943e-05	5.8459772446e-10	3.0439772986e+00	2.4573003092e-01	1.3007872689e-04	3.8867817624e-16	7.5288320020e-01	1.8073348615e-05	5.9015948003e-08	7.9751843416e-06	6.1764136855e-02	2.2357017448e-11	4.1777678818e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701972876e-01	2.4546390994e-05	1.0390650059e-05	5.5354392441e-10	3.0439772986e+00	2.4569334545e-01	1.2668342842e-04	4.0665597671e-16	7.5291983541e-01	1.8481464667e-05	5.8940579467e-08	7.7643859526e-06	6.1754932191e-02	2.2490883949e-11	3.9428331651e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700787449e-01	2.4283966690e-05	1.0343677973e-05	5.7206018332e-10	3.0439772986e+00	2.4568153406e-01	1.2611886360e-04	3.9871767378e-16	7.5293218987e-01	1.8284180218e-05	5.8338033437e-08	7.7297500742e-06	6.1751968623e-02	2.3586869367e-11	4.0713565719e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4696439300e-01	2.4555332894e-05	1.0297139606e-05	5.5954296890e-10	3.0439772986e+00	2.4563820988e-01	1.2558073418e-04	3.9962601369e-16	7.5297536445e-01	1.8489560735e-05	5.8315815597e-08	7.6951766320e-06	6.1741098251e-02	2.2789486517e-11	3.9853258442e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694432083e-01	2.4278748017e-05	1.0468307623e-05	5.6058444591e-10	3.0439772986e+00	2.4561821035e-01	1.2768203194e-04	3.9622792595e-16	7.5299546487e-01	1.8281787150e-05	5.8375540133e-08	7.8242126251e-06	6.1736080208e-02	2.2343353366e-11	3.9977419208e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709544196e-01	2.4405482065e-05	1.0424088006e-05	5.5503115918e-10	3.0439772986e+00	2.4576878479e-01	1.2703941133e-04	3.9656038145e-16	7.5284426492e-01	1.8373527205e-05	5.8561282127e-08	7.7891535900e-06	6.1773860489e-02	2.0402717833e-11	3.9744930721e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4695093990e-01	2.4736647825e-05	1.0233763426e-05	5.5869877532e-10	3.0439772986e+00	2.4562480546e-01	1.2481682530e-04	4.1129431113e-16	7.5298868660e-01	1.8626415957e-05	5.8739950238e-08	7.6471681308e-06	6.1737734976e-02	2.1657636111e-11	3.9903622092e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698198331e-01	2.4699499988e-05	1.0275117158e-05	5.3374253748e-10	3.0439772986e+00	2.4565573655e-01	1.2530027555e-04	4.1131639325e-16	7.5295760835e-01	1.8597676438e-05	5.9151738152e-08	7.6775759027e-06	6.1745495827e-02	2.3016745211e-11	3.7886875928e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4715057779e-01	2.4204530354e-05	1.0414408465e-05	5.5016873259e-10	3.0439772986e+00	2.4582372125e-01	1.2688389358e-04	3.9676116779e-16	7.5278945791e-01	1.8220915284e-05	5.9597515288e-08	7.7802593876e-06	6.1787644448e-02	2.1624662623e-11	3.9253655934e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4689616557e-01	2.4665104763e-05	1.0452483026e-05	5.5828310160e-10	3.0439772986e+00	2.4557022935e-01	1.2752194658e-04	4.0539624503e-16	7.5304307020e-01	1.8573886218e-05	5.9277537032e-08	7.8118923719e-06	6.1724041393e-02	2.1840965361e-11	3.9857025551e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694675484e-01	2.4371990364e-05	1.0632880597e-05	5.7934870383e-10	3.0439772986e+00	2.4562063555e-01	1.2968754415e-04	3.9787677853e-16	7.5299251881e-01	1.8351926413e-05	5.8518411095e-08	7.9479611315e-06	6.1736688711e-02	2.1735368693e-11	4.1450987108e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4717657266e-01	2.4425172211e-05	1.0208259137e-05	5.2078974467e-10	3.0439772986e+00	2.4584962214e-01	1.2435492249e-04	4.0421883729e-16	7.5276359862e-01	1.8386380530e-05	5.8245941951e-08	7.6261599416e-06	6.1794143165e-02	2.1365068511e-11	3.7066649381e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699400073e-01	2.4404095532e-05	1.0265736960e-05	5.1960590246e-10	3.0439772986e+00	2.4566771049e-01	1.2517787725e-04	4.0212417765e-16	7.5294605796e-01	1.8374967529e-05	5.8886198831e-08	7.6706599773e-06	6.1748500182e-02	2.1545579241e-11	3.6968963671e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4680835958e-01	2.4497021524e-05	1.0470101560e-05	5.3528691579e-10	3.0439772986e+00	2.4548274121e-01	1.2779727455e-04	4.0150390303e-16	7.5313108259e-01	1.8449468341e-05	5.8498038684e-08	7.8268608840e-06	6.1702089894e-02	2.3100458236e-11	3.8004075615e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4717226526e-01	2.3971358897e-05	1.0340156119e-05	5.6269494576e-10	3.0439772986e+00	2.4584533030e-01	1.2596464478e-04	3.9420442588e-16	7.5276829080e-01	1.8044878865e-05	5.8367635683e-08	7.7253740123e-06	6.1793066314e-02	2.1306752144e-11	4.0227216042e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4691725916e-01	2.4052003302e-05	1.0433896807e-05	5.6470481175e-10	3.0439772986e+00	2.4559124660e-01	1.2728091529e-04	3.9132816018e-16	7.5302294355e-01	1.8111710325e-05	5.8216961430e-08	7.7987467252e-06	6.1729314791e-02	2.3141564152e-11	4.0209411543e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709071002e-01	2.3927352759e-05	1.0699116836e-05	6.0290635319e-10	3.0439772986e+00	2.4576406997e-01	1.3039454904e-04	3.9075457234e-16	7.5284909497e-01	1.8013685869e-05	5.9072519561e-08	7.9957479071e-06	6.1772677506e-02	2.1972231898e-11	4.3192527045e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701495448e-01	2.3692991711e-05	1.0603643630e-05	5.9015530426e-10	3.0439772986e+00	2.4568858843e-01	1.2928371526e-04	3.7915940135e-16	7.5292541305e-01	1.7839055570e-05	5.6507005165e-08	7.9272457547e-06	6.1753738619e-02	2.0987900925e-11	4.2335502530e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701460386e-01	2.4672809752e-05	1.0176816729e-05	5.4972005068e-10	3.0439772986e+00	2.4568823909e-01	1.2407982662e-04	4.0643224900e-16	7.5292525253e-01	1.8576781513e-05	5.7829629341e-08	7.6045526760e-06	6.1753650966e-02	2.2606688120e-11	3.9129141986e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701541303e-01	2.4174438948e-05	1.0303557805e-05	5.3618101999e-10	3.0439772986e+00	2.4568904532e-01	1.2562463554e-04	3.9963741859e-16	7.5292490766e-01	1.8201537212e-05	5.9283927961e-08	7.6985213808e-06	6.1753853257e-02	2.1898849109e-11	3.8180519586e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4707178417e-01	2.4119752633e-05	1.0478537426e-05	5.8206820476e-10	3.0439772986e+00	2.4574521257e-01	1.2771928497e-04	3.9834394103e-16	7.5286822790e-01	1.8158995422e-05	5.9590948615e-08	7.8293669541e-06	6.1767946043e-02	2.3991908785e-11	4.1422874905e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703008562e-01	2.4209870169e-05	1.0422402791e-05	5.5340910460e-10	3.0439772986e+00	2.4570366484e-01	1.2706355784e-04	3.9640477765e-16	7.5290991437e-01	1.8227851276e-05	5.9006884521e-08	7.7881235086e-06	6.1757521406e-02	2.1030906726e-11	3.9563629482e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4685146108e-01	2.4469128449e-05	1.0421341161e-05	5.8568176730e-10	3.0439772986e+00	2.4552568667e-01	1.2717264642e-04	4.0222332395e-16	7.5308813645e-01	1.8427410344e-05	5.8965487057e-08	7.7892229074e-06	6.1712865270e-02	2.2065713591e-11	4.1900427710e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703860500e-01	2.4059924427e-05	1.0384393307e-05	5.5439701400e-10	3.0439772986e+00	2.4571215340e-01	1.2659442358e-04	3.9329508852e-16	7.5290170728e-01	1.8114758178e-05	5.9477415200e-08	7.7589500349e-06	6.1759651249e-02	2.0261992829e-11	3.9714446552e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4718006712e-01	2.4820348810e-05	1.0299893133e-05	5.5138662353e-10	3.0439772986e+00	2.4585310396e-01	1.2546869916e-04	4.0998905863e-16	7.5275930246e-01	1.8683748457e-05	5.9753607349e-08	7.6935867627e-06	6.1795016779e-02	2.2793054847e-11	3.9226835527e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4710480218e-01	2.4518044582e-05	1.0366120494e-05	5.5431434317e-10	3.0439772986e+00	2.4577811116e-01	1.2632659299e-04	4.0481982399e-16	7.5283486689e-01	1.8458038829e-05	5.7788190640e-08	7.7461887519e-06	6.1776200545e-02	2.3078964335e-11	3.9422820042e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4711623587e-01	2.4347151060e-05	1.0383710081e-05	5.5772240030e-10	3.0439772986e+00	2.4578950351e-01	1.2653320836e-04	4.0100722930e-16	7.5282365166e-01	1.8329111169e-05	5.8936050501e-08	7.7581664901e-06	6.1779058968e-02	2.1379004505e-11	3.9848760950e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4689340795e-01	2.4407929672e-05	1.0400147586e-05	5.3388497831e-10	3.0439772986e+00	2.4556748171e-01	1.2688541294e-04	4.0162773222e-16	7.5304633325e-01	1.8380301942e-05	5.8497216960e-08	7.7732957880e-06	6.1723351988e-02	2.1920847785e-11	3.8011927751e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4712223885e-01	2.4034084243e-05	1.0365678124e-05	5.5314635511e-10	3.0439772986e+00	2.4579548478e-01	1.2630948606e-04	3.9042571746e-16	7.5281816123e-01	1.8093295107e-05	5.7979070548e-08	7.7454916750e-06	6.1780559712e-02	2.2350024743e-11	3.9406859720e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698560527e-01	2.3851363468e-05	1.0518046409e-05	6.0118484843e-10	3.0439772986e+00	2.4565934541e-01	1.2826031096e-04	3.8785677911e-16	7.5295471473e-01	1.7958996576e-05	5.8314417338e-08	7.8612982162e-06	6.1746401318e-02	2.2302541079e-11	4.3036242497e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4712396066e-01	2.4515646403e-05	1.0224572729e-05	5.2146814315e-10	3.0439772986e+00	2.4579720036e-01	1.2458884625e-04	4.0286031692e-16	7.5281603339e-01	1.8455771681e-05	5.7549159226e-08	7.6396731255e-06	6.1780990164e-02	2.1093828096e-11	3.7147575097e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4710582262e-01	2.4004793483e-05	1.0237686700e-05	5.6727122373e-10	3.0439772986e+00	2.4577912791e-01	1.2476092802e-04	3.9396407115e-16	7.5283490924e-01	1.8071646523e-05	5.9139493793e-08	7.6481484435e-06	6.1776455654e-02	2.2020514702e-11	4.0504106553e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4695978172e-01	2.4591844749e-05	1.0457460453e-05	5.8551865025e-10	3.0439772986e+00	2.4563361528e-01	1.2753904941e-04	4.0369229484e-16	7.5297955812e-01	1.8517156393e-05	5.8663439221e-08	7.8155905117e-06	6.1739945429e-02	2.2912694796e-11	4.1797087974e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4717004621e-01	2.3943517848e-05	1.0381637780e-05	5.5134997281e-10	3.0439772986e+00	2.4584311928e-01	1.2647147736e-04	3.8948656064e-16	7.5277045797e-01	1.8023972896e-05	5.8093070713e-08	7.7568971551e-06	6.1792511553e-02	2.1391317241e-11	3.9364865429e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4704754265e-01	2.4336230072e-05	1.0239548028e-05	5.3603669000e-10	3.0439772986e+00	2.4572105872e-01	1.2482262628e-04	4.0059974934e-16	7.5289268155e-01	1.8322569517e-05	5.8676980050e-08	7.6506037923e-06	6.1761885662e-02	2.1219290884e-11	3.8235881006e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698463446e-01	2.4476485244e-05	1.0239345108e-05	5.5126166991e-10	3.0439772986e+00	2.4565837810e-01	1.2486234119e-04	4.0373481630e-16	7.5295537393e-01	1.8429701100e-05	5.8624541159e-08	7.6511453832e-06	6.1746158614e-02	2.1046707984e-11	3.9402872881e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709136679e-01	2.4421338069e-05	1.0195016437e-05	5.3479017448e-10	3.0439772986e+00	2.4576472436e-01	1.2425049617e-04	3.9832421309e-16	7.5284883332e-01	1.8385575874e-05	5.8688769683e-08	7.6166174609e-06	6.1772841697e-02	2.1639505231e-11	3.8097665370e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698114769e-01	2.4681480258e-05	1.0390904038e-05	5.5024019302e-10	3.0439772986e+00	2.4565490395e-01	1.2671277257e-04	4.0178974491e-16	7.5295820942e-01	1.8584123181e-05	5.9345122404e-08	7.7645713763e-06	6.1745286921e-02	2.2375085399e-11	3.9193278509e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703479889e-01	2.4019624120e-05	1.0641161020e-05	6.1067251809e-10	3.0439772986e+00	2.4570836106e-01	1.2972720127e-04	3.8914957454e-16	7.5290499355e-01	1.8084494943e-05	5.7533881133e-08	7.9542493882e-06	6.1758699723e-02	2.2176568398e-11	4.3760181990e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703448598e-01	2.4681233829e-05	1.0290783024e-05	5.6207093830e-10	3.0439772986e+00	2.4570804929e-01	1.2545589349e-04	4.0553925108e-16	7.5290510185e-01	1.8582626870e-05	5.9204747733e-08	7.6887782928e-06	6.1758621496e-02	2.2565462496e-11	4.0062061455e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709708418e-01	2.4452537053e-05	1.0278153482e-05	5.4344520150e-10	3.0439772986e+00	2.4577042108e-01	1.2525982993e-04	4.0404640405e-16	7.5284288161e-01	1.8408918458e-05	5.9255548719e-08	7.6785791366e-06	6.1774271046e-02	2.3161384010e-11	3.8596746749e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4688806728e-01	2.4049895155e-05	1.0420072253e-05	5.3651811220e-10	3.0439772986e+00	2.4556216037e-01	1.2713223582e-04	3.9446912124e-16	7.5305216767e-01	1.8110825679e-05	5.8638807231e-08	7.7882191904e-06	6.1722016820e-02	2.1377343769e-11	3.8264878362e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703695931e-01	2.4375134362e-05	1.0378973089e-05	5.7888352231e-10	3.0439772986e+00	2.4571051367e-01	1.2652938831e-04	3.9708458778e-16	7.5290289035e-01	1.8352109113e-05	5.8612693493e-08	7.7557461441e-06	6.1759239828e-02	2.1876190223e-11	4.1396688690e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700523828e-01	2.4040598663e-05	1.0434435864e-05	5.5286357376e-10	3.0439772986e+00	2.4567890738e-01	1.2722729106e-04	3.9175906662e-16	7.5293498744e-01	1.8101007853e-05	5.6483996844e-08	7.7999678394e-06	6.1751309570e-02	2.0624310508e-11	3.9564601746e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700212123e-01	2.4590326083e-05	1.0381620333e-05	5.2882353475e-10	3.0439772986e+00	2.4567580161e-01	1.2658531254e-04	4.0701610345e-16	7.5293739590e-01	1.8514976085e-05	5.8636239550e-08	7.7580739390e-06	6.1750530307e-02	2.2429896560e-11	3.7574111859e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4719906543e-01	2.3952712863e-05	1.0497447949e-05	5.5094755938e-10	3.0439772986e+00	2.4587203360e-01	1.2786231521e-04	3.8877254561e-16	7.5274116570e-01	1.8030193002e-05	5.8189057706e-08	7.8436721485e-06	6.1799766358e-02	2.2320722855e-11	3.9240018523e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699974795e-01	2.4130815822e-05	1.0286958462e-05	5.7008635563e-10	3.0439772986e+00	2.4567343692e-01	1.2543283153e-04	3.9680206820e-16	7.5294067449e-01	1.8169072741e-05	5.8400411773e-08	7.6870690314e-06	6.1749936988e-02	2.1867427752e-11	4.0737377738e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692874798e-01	2.4340023874e-05	1.0106756726e-05	5.4557613365e-10	3.0439772986e+00	2.4560269385e-01	1.2328263505e-04	4.0038586163e-16	7.5301176098e-01	1.8328324240e-05	5.8961045151e-08	7.5515456350e-06	6.1732186995e-02	2.2168625350e-11	3.8865661979e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
