YPBBN	DoH	He3oH	Li7oH	Neff	YPCMB	He3oHe4	n	p	H2	H3	He3	He4	Li7	Be7	He6	Li8	Li6	B8
2.4717804331e-01	2.4052610337e-05	1.0440778005e-05	5.4925883784e-10	3.0439772986e+00	2.4585108747e-01	1.2718642055e-04	3.9640525413e-16	7.5276216374e-01	1.8105895001e-05	5.8560751638e-08	7.8008618901e-06	6.1794510828e-02	2.1477774493e-11	3.9198349673e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4705015099e-01	2.4117166149e-05	1.0386442365e-05	5.4816576029e-10	3.0439772986e+00	2.4572365763e-01	1.2661152892e-04	3.9108343636e-16	7.5289007142e-01	1.8157574944e-05	5.7203741077e-08	7.7626455929e-06	6.1762537748e-02	2.2695910672e-11	3.9001264775e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4714951680e-01	2.4495638217e-05	1.0279012983e-05	5.8308629347e-10	3.0439772986e+00	2.4582266410e-01	1.2523499544e-04	4.0476401441e-16	7.5279038614e-01	1.8440080952e-05	5.8439053507e-08	7.6795030990e-06	6.1787379201e-02	2.2482915882e-11	4.1645884013e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4683904299e-01	2.4446799491e-05	1.0261257196e-05	5.5371007714e-10	3.0439772986e+00	2.4551331354e-01	1.2522755619e-04	4.0636865948e-16	7.5310094899e-01	1.8410907896e-05	5.9177447108e-08	7.6685850847e-06	6.1709760748e-02	2.0985743592e-11	3.9601384097e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4708570137e-01	2.3884057647e-05	1.0482335012e-05	5.8631780322e-10	3.0439772986e+00	2.4575907943e-01	1.2775607325e-04	3.8815877433e-16	7.5285465807e-01	1.7981224053e-05	5.8822193591e-08	7.8328525473e-06	6.1771425343e-02	2.2652091589e-11	4.1875999767e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698612951e-01	2.4090241479e-05	1.0302336603e-05	5.6724464032e-10	3.0439772986e+00	2.4565986775e-01	1.2562954606e-04	3.9611960684e-16	7.5295431823e-01	1.8138851349e-05	5.7681037510e-08	7.6995077956e-06	6.1746532378e-02	2.1974409758e-11	4.0513489166e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699043430e-01	2.4174909194e-05	1.0164213267e-05	5.4120007482e-10	3.0439772986e+00	2.4566415696e-01	1.2394239344e-04	3.9595716423e-16	7.5295019841e-01	1.8202502674e-05	5.8644292767e-08	7.5945021034e-06	6.1747608574e-02	1.9703066084e-11	3.8779363763e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4696455098e-01	2.4322230783e-05	1.0540433701e-05	5.6476252852e-10	3.0439772986e+00	2.4563836729e-01	1.2854773072e-04	4.0172109970e-16	7.5297500793e-01	1.8314031916e-05	5.8576929117e-08	7.8781062203e-06	6.1741137746e-02	2.3292845078e-11	4.0195922431e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4696366526e-01	2.4076996037e-05	1.0325156440e-05	5.3827086272e-10	3.0439772986e+00	2.4563748478e-01	1.2592302148e-04	3.9131039745e-16	7.5297674926e-01	1.8129418208e-05	5.9022947463e-08	7.7155797840e-06	6.1740916316e-02	2.1321559098e-11	3.8398388534e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4716899529e-01	2.3940912356e-05	1.0597718177e-05	5.5806334015e-10	3.0439772986e+00	2.4584207217e-01	1.2910446414e-04	3.9212541872e-16	7.5277102475e-01	1.8022025127e-05	5.8609269459e-08	7.9190459028e-06	6.1792248823e-02	2.2396837976e-11	3.9769707447e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4711239969e-01	2.4715481827e-05	1.0490442222e-05	5.5908848479e-10	3.0439772986e+00	2.4578568120e-01	1.2783631942e-04	4.0412619527e-16	7.5282669196e-01	1.8606474424e-05	5.7888367049e-08	7.8395965479e-06	6.1778099923e-02	2.1255803150e-11	3.9964093137e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4714169397e-01	2.4304056181e-05	1.0473561088e-05	5.7889710515e-10	3.0439772986e+00	2.4581486955e-01	1.2761062394e-04	3.9906626407e-16	7.5279805746e-01	1.8296046281e-05	5.8038713609e-08	7.8264377285e-06	6.1785423492e-02	2.1303820343e-11	4.1448879588e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4689798369e-01	2.4437943814e-05	1.0388961427e-05	5.8367310438e-10	3.0439772986e+00	2.4557204089e-01	1.2674581540e-04	4.0126510733e-16	7.5304173769e-01	1.8402791675e-05	5.8645678110e-08	7.7646758877e-06	6.1724495922e-02	2.1293810231e-11	4.1823639853e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4693649393e-01	2.4313260715e-05	1.0343988461e-05	5.4745998106e-10	3.0439772986e+00	2.4561041177e-01	1.2617105878e-04	4.0097468292e-16	7.5300352006e-01	1.8307970903e-05	5.8642394470e-08	7.7304173282e-06	6.1734123483e-02	2.2755441977e-11	3.8948385085e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701652363e-01	2.4393996764e-05	1.0340719211e-05	5.4509922852e-10	3.0439772986e+00	2.4569015191e-01	1.2607689837e-04	4.0488685324e-16	7.5292338257e-01	1.8366810558e-05	5.8114853231e-08	7.7276544329e-06	6.1754130908e-02	2.1036724181e-11	3.8938123079e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706893705e-01	2.4186413776e-05	1.0437355511e-05	5.4120890143e-10	3.0439772986e+00	2.4574237574e-01	1.2721927865e-04	3.9713399837e-16	7.5287106765e-01	1.8209251162e-05	5.9757493695e-08	7.7982254936e-06	6.1767234262e-02	2.2529709935e-11	3.8493081350e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4702838006e-01	2.4446117531e-05	1.0513240172e-05	5.5176376780e-10	3.0439772986e+00	2.4570196545e-01	1.2817207139e-04	4.0675487371e-16	7.5291105893e-01	1.8405752237e-05	5.8759170253e-08	7.8567756205e-06	6.1757095015e-02	2.0991100017e-11	3.9443794267e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4700672105e-01	2.3955870289e-05	1.0578422521e-05	5.6815525859e-10	3.0439772986e+00	2.4568038479e-01	1.2898186120e-04	3.9394601884e-16	7.5293330707e-01	1.8037172640e-05	5.8638428360e-08	7.9062082242e-06	6.1751680263e-02	2.1939504622e-11	4.0584351315e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4683557044e-01	2.4892375433e-05	1.0318420522e-05	5.2953208109e-10	3.0439772986e+00	2.4550985356e-01	1.2592739120e-04	4.1369748812e-16	7.5310362117e-01	1.8746538079e-05	5.9541220369e-08	7.7112986397e-06	6.1708892610e-02	2.0299311082e-11	3.7849321672e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4682766242e-01	2.4361865202e-05	1.0625579087e-05	5.4348568703e-10	3.0439772986e+00	2.4550197416e-01	1.2968152994e-04	3.9904620465e-16	7.5311163357e-01	1.8347204099e-05	5.7422193061e-08	7.9448250305e-06	6.1706915605e-02	2.1316224932e-11	3.8798916865e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694827850e-01	2.4262605906e-05	1.0395392236e-05	5.7134214204e-10	3.0439772986e+00	2.4562215369e-01	1.2679001584e-04	3.9639083077e-16	7.5299169648e-01	1.8269540782e-05	5.9167003076e-08	7.7684770324e-06	6.1737069625e-02	2.0451268259e-11	4.0976462055e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709452349e-01	2.3945989359e-05	1.0591520297e-05	5.7211189747e-10	3.0439772986e+00	2.4576786964e-01	1.2908061658e-04	3.9016000860e-16	7.5284549690e-01	1.8027630258e-05	5.8484245117e-08	7.9152941162e-06	6.1773630872e-02	2.1039493807e-11	4.0967237193e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4696713384e-01	2.3899127417e-05	1.0376785415e-05	5.5372543170e-10	3.0439772986e+00	2.4564094081e-01	1.2655034063e-04	3.8523162286e-16	7.5297343210e-01	1.7995407995e-05	5.8462948034e-08	7.7549807798e-06	6.1741783460e-02	2.0871067885e-11	3.9606947086e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694226985e-01	2.4444940700e-05	1.0288970028e-05	5.5721404330e-10	3.0439772986e+00	2.4561616678e-01	1.2549605976e-04	4.0488814038e-16	7.5299767054e-01	1.8406983403e-05	5.9311034056e-08	7.6882594294e-06	6.1735567462e-02	2.2536250904e-11	3.9704462570e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4696926592e-01	2.4234083503e-05	1.0609791876e-05	5.8452584707e-10	3.0439772986e+00	2.4564306517e-01	1.2939031611e-04	3.9335180912e-16	7.5297026934e-01	1.8247544383e-05	5.7038216393e-08	7.9318196302e-06	6.1742316479e-02	2.0905347449e-11	4.1922523706e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692737386e-01	2.4696762502e-05	1.0477716530e-05	5.4591944311e-10	3.0439772986e+00	2.4560132470e-01	1.2780832906e-04	4.0707199881e-16	7.5301175983e-01	1.8596952594e-05	5.8018535410e-08	7.8318252280e-06	6.1731843465e-02	2.1716739949e-11	3.8936702063e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4687324886e-01	2.4314175604e-05	1.0258100252e-05	5.2900424696e-10	3.0439772986e+00	2.4554739558e-01	1.2516603292e-04	3.9852442782e-16	7.5306695284e-01	1.8310202133e-05	5.8480651521e-08	7.6665556470e-06	6.1718312215e-02	2.0725777938e-11	3.7764983836e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692276555e-01	2.4500001537e-05	1.0171790422e-05	5.1399173063e-10	3.0439772986e+00	2.4559673306e-01	1.2407984667e-04	4.0413740383e-16	7.5301735529e-01	1.8448926362e-05	5.8490562821e-08	7.6010441594e-06	6.1730691388e-02	2.0207297817e-11	3.6683739582e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4702329057e-01	2.4352679659e-05	1.0355880704e-05	5.2013430428e-10	3.0439772986e+00	2.4569689437e-01	1.2625716272e-04	3.9928951023e-16	7.5291664427e-01	1.8335537848e-05	5.8744923228e-08	7.7383700248e-06	6.1755822642e-02	2.1689224386e-11	3.6992855056e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4722979316e-01	2.4365439104e-05	1.0284538890e-05	5.3001548787e-10	3.0439772986e+00	2.4590265026e-01	1.2524830853e-04	4.0251249734e-16	7.5271029998e-01	1.8340116977e-05	5.9081665429e-08	7.6821966877e-06	6.1807448291e-02	2.1538411663e-11	3.7740970520e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4720184129e-01	2.4450986183e-05	1.0540806309e-05	5.7873938022e-10	3.0439772986e+00	2.4587479942e-01	1.2838837429e-04	4.0098940948e-16	7.5273754193e-01	1.8405175237e-05	5.8754762116e-08	7.8757058690e-06	6.1800460322e-02	2.2923748425e-11	4.1271511006e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694494849e-01	2.4584919546e-05	1.0283672575e-05	5.7496825184e-10	3.0439772986e+00	2.4561883573e-01	1.2542960610e-04	4.0440641758e-16	7.5299479320e-01	1.8512316409e-05	5.8684549068e-08	7.6848673552e-06	6.1736237122e-02	2.3077373138e-11	4.0987072675e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706616657e-01	2.4371242777e-05	1.0442470962e-05	5.4388161657e-10	3.0439772986e+00	2.4573961528e-01	1.2728347669e-04	4.0003581901e-16	7.5287354805e-01	1.8348464020e-05	5.9168844766e-08	7.8026913189e-06	6.1766541643e-02	2.3175076804e-11	3.8629900559e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4717774734e-01	2.4555637389e-05	1.0155326572e-05	5.3137139845e-10	3.0439772986e+00	2.4585079257e-01	1.2370931523e-04	4.0718016899e-16	7.5276234710e-01	1.8484559235e-05	5.9399906339e-08	7.5851475597e-06	6.1794436834e-02	2.1926341484e-11	3.7807003960e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4716503305e-01	2.4522724414e-05	1.0484859603e-05	5.5891947969e-10	3.0439772986e+00	2.4583812425e-01	1.2773220288e-04	4.0440620273e-16	7.5277436565e-01	1.8460078315e-05	5.8461273558e-08	7.8342722632e-06	6.1791258262e-02	2.2685504350e-11	3.9805475242e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4715497525e-01	2.4273805943e-05	1.0401444979e-05	5.7705299599e-10	3.0439772986e+00	2.4582810281e-01	1.2672294541e-04	4.0257224802e-16	7.5278498564e-01	1.8272956658e-05	5.8457501398e-08	7.7715941081e-06	6.1788743813e-02	2.2581036542e-11	4.1181579476e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4688146401e-01	2.4254605550e-05	1.0334961812e-05	5.8397761532e-10	3.0439772986e+00	2.4555558100e-01	1.2609828711e-04	3.9832187335e-16	7.5305865413e-01	1.8265140612e-05	5.9245707716e-08	7.7235867253e-06	6.1720366003e-02	2.2487425357e-11	4.1728197168e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4701127335e-01	2.4599027180e-05	1.0053125705e-05	5.3779140179e-10	3.0439772986e+00	2.4568492063e-01	1.2257399450e-04	4.0795599118e-16	7.5292897330e-01	1.8521320279e-05	5.8524108050e-08	7.5107655075e-06	6.1752818339e-02	2.1082053785e-11	3.8383667422e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4720795367e-01	2.4064877439e-05	1.0584490300e-05	5.9901549425e-10	3.0439772986e+00	2.4588088971e-01	1.2891629914e-04	3.9519340446e-16	7.5273191252e-01	1.8114401219e-05	5.8059696188e-08	7.9092239300e-06	6.1801988419e-02	2.1332213487e-11	4.2956586513e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699631824e-01	2.4196068213e-05	1.0137944386e-05	5.4436521734e-10	3.0439772986e+00	2.4567001962e-01	1.2361816440e-04	3.9976374359e-16	7.5294434238e-01	1.8218292669e-05	5.9448530740e-08	7.5738593379e-06	6.1749079560e-02	2.2439059542e-11	3.8743765104e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4697180176e-01	2.4326155287e-05	1.0587105292e-05	5.7534128636e-10	3.0439772986e+00	2.4564559184e-01	1.2911186940e-04	3.9786209594e-16	7.5296764635e-01	1.8316807891e-05	5.8870765074e-08	7.9128769885e-06	6.1742950441e-02	2.1384789637e-11	4.1182858460e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4702946376e-01	2.3835894888e-05	1.0654228152e-05	5.8044207853e-10	3.0439772986e+00	2.4570304523e-01	1.2989027184e-04	3.9226128938e-16	7.5291057554e-01	1.7946297338e-05	5.8781473640e-08	7.9628995763e-06	6.1757365941e-02	2.3178139233e-11	4.1384284018e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4688620287e-01	2.4222090242e-05	1.0407311376e-05	5.4227427035e-10	3.0439772986e+00	2.4556030271e-01	1.2697777848e-04	4.0049404208e-16	7.5305380140e-01	1.8240537135e-05	5.9488362320e-08	7.7777770320e-06	6.1721550719e-02	2.1577022927e-11	3.8678467776e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4712753149e-01	2.4144087744e-05	1.0606843256e-05	5.7848793583e-10	3.0439772986e+00	2.4580075828e-01	1.2924437063e-04	3.9903646861e-16	7.5281215866e-01	1.8175962814e-05	5.9705162298e-08	7.9252554061e-06	6.1781882873e-02	2.1683806777e-11	4.1380894495e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4694816623e-01	2.4536406679e-05	1.0208091638e-05	5.3880707964e-10	3.0439772986e+00	2.4562204182e-01	1.2450563396e-04	4.0627201958e-16	7.5299181968e-01	1.8475713514e-05	5.9842498684e-08	7.6267669994e-06	6.1737041556e-02	2.1076545901e-11	3.8464077745e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4682238000e-01	2.4270394913e-05	1.0412130978e-05	5.8369624816e-10	3.0439772986e+00	2.4549671086e-01	1.2708018487e-04	3.9407716443e-16	7.5311753533e-01	1.8278459998e-05	5.9459731195e-08	7.7820986887e-06	6.1705594999e-02	2.2734943823e-11	4.1685693598e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4697127575e-01	2.3954019628e-05	1.0416457482e-05	5.4538056555e-10	3.0439772986e+00	2.4564506773e-01	1.2703130406e-04	3.9284799407e-16	7.5296911829e-01	1.8036637039e-05	5.7684940329e-08	7.7855858655e-06	6.1742818937e-02	2.1347693318e-11	3.8930703026e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4699288634e-01	2.4476673140e-05	1.0465372714e-05	5.5781225468e-10	3.0439772986e+00	2.4566660013e-01	1.2761285629e-04	3.9833232518e-16	7.5294661186e-01	1.8429628111e-05	5.8636642459e-08	7.8212302847e-06	6.1748221586e-02	2.1025869417e-11	3.9897697780e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4697903145e-01	2.4855542730e-05	1.0216596379e-05	5.2728329200e-10	3.0439772986e+00	2.4565279537e-01	1.2458860229e-04	4.0891582719e-16	7.5296045721e-01	1.8715240818e-05	5.9240651294e-08	7.6334524296e-06	6.1744757862e-02	2.1796372360e-11	3.7522709626e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4712715296e-01	2.4648776401e-05	1.0453369447e-05	5.5976128880e-10	3.0439772986e+00	2.4580038112e-01	1.2737448172e-04	4.0751858609e-16	7.5281212403e-01	1.8555897717e-05	5.8809053457e-08	7.8106142035e-06	6.1781788240e-02	2.2567196537e-11	3.9882788823e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4695967527e-01	2.4322270124e-05	1.0290074813e-05	5.5568733207e-10	3.0439772986e+00	2.4563350923e-01	1.2549781889e-04	4.0009287605e-16	7.5298044873e-01	1.8314193872e-05	5.8392822924e-08	7.6898323274e-06	6.1739918819e-02	2.1082842011e-11	3.9733885465e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698491660e-01	2.4741055062e-05	1.0543304747e-05	5.6151912755e-10	3.0439772986e+00	2.4565865923e-01	1.2856855655e-04	4.1087468924e-16	7.5295400682e-01	1.8628876542e-05	5.8697582223e-08	7.8799259722e-06	6.1746229150e-02	2.1849569293e-11	4.0094850770e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4681825689e-01	2.3827816739e-05	1.0290430254e-05	5.6717138192e-10	3.0439772986e+00	2.4549260269e-01	1.2559776870e-04	3.9122960156e-16	7.5312259972e-01	1.7945267288e-05	5.9464405131e-08	7.6904911800e-06	6.1704564223e-02	2.2968549096e-11	4.0418103654e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706544921e-01	2.4516726972e-05	1.0164876556e-05	5.5167089896e-10	3.0439772986e+00	2.4573890051e-01	1.2390041813e-04	4.0280926596e-16	7.5287467321e-01	1.8458022807e-05	5.9578485191e-08	7.5932996304e-06	6.1766362301e-02	2.1866937734e-11	3.9347211004e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4706522294e-01	2.4347011417e-05	1.0463646116e-05	5.6721223129e-10	3.0439772986e+00	2.4573867506e-01	1.2754222608e-04	3.9918169359e-16	7.5287448015e-01	1.8330243564e-05	5.7543485382e-08	7.8202686448e-06	6.1766305734e-02	2.2596296409e-11	4.0444331736e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4705649610e-01	2.4695586629e-05	1.0312908762e-05	5.6624885913e-10	3.0439772986e+00	2.4572997979e-01	1.2571074286e-04	4.0665112457e-16	7.5288302190e-01	1.8592887889e-05	5.9556917199e-08	7.7048569963e-06	6.1764124026e-02	2.1921657372e-11	4.0439749483e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4693459271e-01	2.4642805427e-05	1.0402711096e-05	5.2993429936e-10	3.0439772986e+00	2.4560851742e-01	1.2688852092e-04	4.0550568161e-16	7.5300479233e-01	1.8556150583e-05	5.9292268595e-08	7.7739990398e-06	6.1733648176e-02	2.1668662246e-11	3.7737440479e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4707003654e-01	2.4294073986e-05	1.0369030660e-05	5.4967554841e-10	3.0439772986e+00	2.4574347125e-01	1.2638572952e-04	3.9513039986e-16	7.5286996042e-01	1.8290278520e-05	5.8939782969e-08	7.7475919197e-06	6.1767509134e-02	2.2241636308e-11	3.9159257206e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4689188198e-01	2.4351127093e-05	1.0419803919e-05	5.6363950441e-10	3.0439772986e+00	2.4556596126e-01	1.2712627727e-04	3.9855400352e-16	7.5304790009e-01	1.8337565122e-05	5.8390626090e-08	7.7882208348e-06	6.1722970494e-02	2.2053587632e-11	4.0239395757e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4680169253e-01	2.4699547944e-05	1.0501163697e-05	5.3261180497e-10	3.0439772986e+00	2.4547609829e-01	1.2818094996e-04	4.0399789022e-16	7.5313737390e-01	1.8602152675e-05	5.8105273870e-08	7.8507135759e-06	6.1700423132e-02	2.1533386259e-11	3.7959646985e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4704072080e-01	2.4485393977e-05	1.0418071557e-05	5.9956409047e-10	3.0439772986e+00	2.4571426155e-01	1.2700342399e-04	4.0143121261e-16	7.5289887473e-01	1.8435025573e-05	5.8415133613e-08	7.7853392183e-06	6.1760180201e-02	2.3025056180e-11	4.2838607286e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4702034256e-01	2.4307184039e-05	1.0294741896e-05	5.4883447501e-10	3.0439772986e+00	2.4569395702e-01	1.2551379233e-04	3.9969505331e-16	7.5291979848e-01	1.8301360109e-05	5.8902729723e-08	7.6922122644e-06	6.1755085640e-02	2.1988320562e-11	3.9124002176e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4679675925e-01	2.4228887110e-05	1.0408801473e-05	5.5448832677e-10	3.0439772986e+00	2.4547118287e-01	1.2705707037e-04	3.9730566701e-16	7.5314322423e-01	1.8247822157e-05	5.7900133196e-08	7.7814181684e-06	6.1699189812e-02	2.2061827836e-11	3.9554729839e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4681060936e-01	2.4369667685e-05	1.0244815326e-05	5.1862347607e-10	3.0439772986e+00	2.4548498285e-01	1.2504605067e-04	3.9786530662e-16	7.5312953385e-01	1.8353516464e-05	5.8237487075e-08	7.6574355037e-06	6.1702652341e-02	2.0654197627e-11	3.6993645915e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4708307679e-01	2.4562477871e-05	1.0359086279e-05	5.5260317625e-10	3.0439772986e+00	2.4575646434e-01	1.2625560520e-04	4.0561721051e-16	7.5285653954e-01	1.8492022092e-05	5.8562469986e-08	7.7403433786e-06	6.1770769197e-02	2.2962066101e-11	3.9306884891e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4707016430e-01	2.4202426268e-05	1.0440309898e-05	5.5505096058e-10	3.0439772986e+00	2.4574359855e-01	1.2725444446e-04	3.9614257452e-16	7.5286980964e-01	1.8221276057e-05	5.8132878786e-08	7.8020612467e-06	6.1767541076e-02	2.0963039416e-11	3.9691807162e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4708299063e-01	2.4538087947e-05	1.0326988860e-05	5.5764858481e-10	3.0439772986e+00	2.4575637850e-01	1.2586448131e-04	4.0949219304e-16	7.5285673487e-01	1.8473664772e-05	5.9154976026e-08	7.7155881383e-06	6.1770747659e-02	2.1723924690e-11	3.9810556807e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4698993956e-01	2.4304363465e-05	1.0425802672e-05	5.4202744040e-10	3.0439772986e+00	2.4566366401e-01	1.2713241956e-04	3.9757290928e-16	7.5294990733e-01	1.8299968219e-05	5.9182059709e-08	7.7909250963e-06	6.1747484890e-02	2.1657467928e-11	3.8646204309e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4689495374e-01	2.4143019789e-05	1.0672006829e-05	5.5893694642e-10	3.0439772986e+00	2.4556902191e-01	1.3020107047e-04	3.9234080896e-16	7.5304457228e-01	1.8180770011e-05	5.6665734568e-08	7.9798310834e-06	6.1723738436e-02	2.1571511039e-11	3.9933292271e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4709095719e-01	2.4516371668e-05	1.0311308636e-05	5.5226608564e-10	3.0439772986e+00	2.4576431624e-01	1.2566800184e-04	4.0732135891e-16	7.5284883709e-01	1.8457121900e-05	5.9422985051e-08	7.7034337308e-06	6.1772739296e-02	2.2325187407e-11	3.9344769293e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4703658739e-01	2.4314758668e-05	1.0453508284e-05	5.6683290936e-10	3.0439772986e+00	2.4571014309e-01	1.2743828374e-04	3.9687256621e-16	7.5290318487e-01	1.8306659241e-05	5.7834082110e-08	7.8126455976e-06	6.1759146848e-02	2.2321091778e-11	4.0444921097e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4695264967e-01	2.4276775453e-05	1.0454371200e-05	5.3757158349e-10	3.0439772986e+00	2.4562650904e-01	1.2750634436e-04	3.9705874437e-16	7.5298717127e-01	1.8280100476e-05	5.7770039032e-08	7.8142373582e-06	6.1738162418e-02	2.0201772384e-11	3.8458273363e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.4692551121e-01	2.4115041222e-05	1.0581945161e-05	5.5808729112e-10	3.0439772986e+00	2.4559946879e-01	1.2908112404e-04	3.9325478712e-16	7.5301426284e-01	1.8158969990e-05	5.8726706503e-08	7.9096289286e-06	6.1731377802e-02	2.1208513773e-11	3.9903917635e-10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
